KOG0619,7,4,Q8GYK0;Q0WL06;F4K682;O48705;O80809;Q5G5E0;Q9SSD1;Q9SFG3;Q9SKK2;Q9C6A7;Q9SVM5;Q8W4Q3;Q1PEN0;O49325;O64566;Q9SSM0;Q9LQ21;Q9SRL2;Q9FH86;Q9SJH6;O49327;Q9LRX1;Q9XID2;Q9FH56;O64757;Q9LS80;Q6Q4D0;F4HT77;Q9LJS2;Q5PP26;Q9C906;Q6NQP4;Q9LT39;Q8VYG9;Q70CT4;Q9LS79;Q9FHL8;Q9LJK6;O49328;F4HR92;Q9C6A6;Q9M9X0;Q9LXU5;Q9FFJ3;Q9C6A8;Q9C637;Q9SVW8;Q7FZR1;Q9ZT98;Q93YT3;F4HV48;Q00874;Q5G5D8;Q0WN16;Q9S9U3;Q9FW48;Q8RWE5;Q9FPJ5;O48763;Q9LP24;Q9ZUK3;O81455;Q9SRL7;Q9M2Y3;Q9CA41;Q0WVH1;Q8VZG8;Q9FW47;Q9FW49;Q9LRW9;Q9LRV8;Q9FL15;Q9M1B6;Q9SHI3;Q9C9H6;Q0WR58;Q9C9H7;Q9MA83;Q9SGN1;O48849;Q9SHU4;P0C895;Q9FJ11;Q9M9X1;Q9M0H5;Q8RX63;F4IHG3;Q8GZ49;Q8RWI2;Q9FLK9;Q9LJS0;Q9LUN3;Q9SN38;Q8RXQ6;O49329;Q9SHI4;Q0WRZ8;Q9C611;Q9SVN2;Q9C699;Q9LI76;Q9FK66;Q9SKK5;Q9LJW7,ZERO,G5EG78;G5EFP4;Q93373;Q93377;Q18902;Q9U3A0;Q09564;Q22075;P90920;Q23580;Q22187;Q1ENI8;O01764;Q9N4Z5;Q9N5D7;Q93177;Q7JPD6;Q93539;Q9N3F2;Q9XW74;Q9TZM3;O61967;O02329,G5EG78,Q8SXT3;Q9VJ07;Q9W2D7;Q9VR83;Q7JWP9;A0A0B4KHY2;Q9VZ84;Q9VKX6;Q8IH19;Q9VJQ0;Q95S21;Q9V430;Q9VJN8;Q9VQS3;X2JJX6;Q7KV24;Q9VHV2;Q9VBR3;A0A0B4KHK5;Q9W2J7;Q9VT89;Q6NR19;Q7JPR9;Q7JXU8;Q24386;Q0KHN6;Q9VDD5;A0A0B4LGB0;Q7K2X5;M9PFH7;Q9VDD4;Q9VAD1;Q5U1A7;Q9W3T9;A0A0B4KFU1;Q7KT58;Q9VBP0;Q6AWM0;Q9W128;X2JCD3;Q9VEH4;Q9W266;Q86PM1;M9MSI4;Q9VT44;Q2XY26;Q9V9V6;Q9VV09;Q8T3J2;Q9VK22;Q9VHV3;B6IDK2;Q9VZZ4;Q9W2U2;Q9BN18;Q8SZV5;D0IQL1;X2J6K6;Q9VE49,Q9VZZ4,E7FC34;F1QG51;F1QG52;I3ITI1;F1RE98;B8JKF3;F1R0N0;B8JIB3;F1R616;E7F6K4;Q1LXA7;H9GY03;E9QIH3;B0S5R7;B8A5X5;F1Q9H7;F1QCS9;E7EXY6;I3IS38;F1Q6F4;F1QPU8;E7F5U2;F1Q8K6;Q6GMI5;F1QPB1;F1R2G2;A8DZ86;E7FDN5;H9GYJ3;E7F9S2;E7F333;I7HJH4;M9MM99;E7EXM1;F1QHX4;A2BIH6;E7FFN8;F1QJU2;Q66HV9;F1RET9;F1R2H9;F1QRY7;F1QX89;F1R770;F1QBH8;Q1LV51;E7FF15;Q1L8Y7;F1Q7R2;E7F0F5;A4QNV9;E7F7W3;F1Q7V7;E9QF02;E7F965;Q15JE7;E7FBM0;F8W4D7;F1QFI1;F1R6B0;Q1ED19;F1QKB4;Q5RI43;F1QJY2;B8A5X4;B8JIN1;G1K2U4;F1R1Q4;F8W5N7;B0S5X0;A0JMK3;F1QJL6;E9QJJ1;E7F2A9;F1QGN1;F1Q881;F1QLW6;F1QRB0;F1QFS7;F1QR37;B8JLP1;E7FB87;F6P621;B8JKM0;A2CF42;Q6DHL5;F1Q983;Q5RI45;B3DK88;E7F3W2;B0R160;F1Q809;F1R0V0;E7FE43;F1QCU7;F1QA76;F6NL91;F1R6I3;A3KH16;E7FBW4;E7FEH0;E7FB32;E7FDK4;E7FBY6;F1QLS2;E7EZ70;E7FB25;Q5RHE5;F1R6G3;E9QCF6;B0S8K3;A5WVM1;F1Q7W4;E7F813;F1QK21;F1QVN0;F1QNH9;E7F1H8;E7FFB2;E7FE13;F1R8Q8;E7FB24;A2BF98;F1QVP4;A8BBJ2;Q4H4B6;F1RDG1;F1R478;E7EXH9;F1R2S9;F1QT78;E7EZ83;B0S5B5;F1Q726;F1RDW2;F1Q661;H9GZ54;A9JRH0;E7EXN8;E7FDP8;E7FC40;H9GXC4;E7FCW6;F1QY29,F1R6G3,A0A024R2R5;A0A024R4I8;A0A024R5I6;A0A024R5J7;A0A024R5J8;A0A024R870;A0A024R892;A0A024R971;A0A024R993;A0A024R9M3;A0A024RBC3;A0A0A8K8C7;A4D0T1;A4D1F6;A6NDA9;A6NIK2;A6NIV6;A6NM36;A6NM62;A8K0R3;Q86UN3;P14770;Q6WRI0;Q6P2D8;Q9BXN1;Q6NSJ5;P02750;Q8TDW0;Q9H756;Q7L1W4;P13224;Q9UFC0;Q96PE1;Q9HBL6;Q86YC3;Q6PEZ8;Q9HB75;Q9BTN0;Q50LG9;Q99983;Q8N7C0;Q9BZR6;Q6UXM1;Q6FH10;O43300;Q8N967;Q9P2V4;Q86VH4;Q6ZNQ3;P22792;P51888;Q13641;Q9P244;Q6UXK5;Q8WXD0;P23515;Q6P9F7;P07359;Q9ULH4;O14498;P21810;Q86UE6;Q9HBW1;Q5VT99;Q86VH5;Q8N6Y2;Q86X40;Q96CX6;O94769;Q96L50;Q9HCJ2;Q6UY18;Q7L985;Q9BXB1;Q68CR7;O60938;P51884;Q8IWK6;Q7Z5L7;Q9Y2L9;Q9UBM4;P35858;Q6EMK4;Q8N456;Q9Y4C4;Q8WUT4;Q5JU00;Q7Z2Q7;Q96DD0;Q96FE5;O60346;Q96NI6;Q38SD2;Q9HBX8;Q5BKY1;Q9UQ13;Q6UXK2;Q2I0M4;Q6ZSA7;Q9HBX9;J3KQU2;Q6NUI6;Q9NR99;Q86UN2;O15335;Q86SQ6,P21810;O94769;P51884;Q6NUI6,Q08817;P08678,ZERO,P14605;O94294,ZERO
KOG3594,4,1,NONE,NONE,Q5F4W0;Q19194;O62328;K8F801;Q5F4U0;Q21035;Q967F4,ZERO,Q9VEU1;Q9VBV6;Q9VAF5;Q9VGG5;A0A0B4K720,ZERO,E7F5X0;E7F374;F1RBH1;F1QRP2;F1QXB1;E7EZJ8;E7F8C1;F1QWK1;F1QFT6;E7F5T8;E7FAC7;F1QEP0;F1QXA9;F1R7M0;F1R6G4;F1QUX6;B3DGG4;F1RCY9;F1QX77;F1QA99;F1QFP4;C4P342;E7FD60;F1QT48;F1QDP2;E7FDT9;F1QPZ9;E7FF57;F1QVE9;E7EZA3;F1QWS0;F1QXB8;F1QXB9;E7F719;F1QWR9;E7F3Q3;B0S5D7;F1QVF1;E7FBE3;F1R7G8;E7F721;F1QXC1;F1QTL2;E7EY61;F1RAY1;E7FGW5;F1QXU3;E7F8C3;F1QZH1;F8W2H5;F1QGU9;E7F4X6;F1QVL6;E7FG76;F1QIY1;F1RDE5;E7F4V1;Q5WN09;Q2MLR9;E9QIZ5;E7EZK5;E7FDU9;F1RD56;E7FEP4;E7FCK9;E7FH12;F1QU02;G1K2K2;F1QXC0;F1QXY7;F1QUV5;F1RAK2;F1RC90;F1RC91;F1QDE1;F1QAB8;E7F8V7;E7FAX2;F1RD91;F1R2H7;E7F061;F1R582;F1QV87;E7F9L6;E7EYG9;F1QWR6;F1QWR7;F1QWR8;F1QVI3;F1RC97;F8W505;F1QHH7;F1QGL4;F1REQ8;F1QUY9;E7FDU8;F1RE55;E7FGJ7;E7FA44;E7FC11;E7FAJ0;E7EYF4;Q6B3P0;F1QZ75;Q5ICW6;E7EZR7;E7FF20;F1QG37;F1REN7;F1Q862;E7F1W3;Q805F0;E7F0N8;F1R8V2;E7F4M6;F1QHA3;F1QFL8;F1RB16;F1RBC7;F1QNE9;F1R963;F1QHA0;E7F4G4;F1QSZ3;E7FAK6;F1QJ02;F1R614;F1QJN7;F1RCT6;G1K2E7;E7F005;F1QBW4;E7F3N7;E7F7W7;F1QSQ0;E7FAU6;F1R8D8;B0V236;F1R6D1;E7F163;E7F647;E7FGR4;F1QI98;E7EZW2;E7F9Y8;E7FBM5;E7FFD2;F1RD80;E7FE21;F1QF77;F1QG09;F1QPB9;E7F3F5;E7F5X1,ZERO,A0A024RC42;A0A087WT05;A0A096LNH0;A0A0A6YYA3;A2A3E7;Q14126;P55290;Q9Y5G1;Q9Y5H7;Q9Y5H4;Q9UN74;Q9BZA7;P55287;Q9Y5F2;Q9Y5I4;Q6V0I7;Q9Y5E3;Q13634;Q9NPG4;Q9Y5I0;Q9Y5G3;Q9Y5F7;Q9UN70;Q9UN71;P22223;X5D7N0;Q9Y5F0;Q9H159;Q6ZTQ4;Q9Y5E8;Q12864;Q14574;P12830;Q86UP0;Q9Y5I2;P55286;Q9H158;Q9ULB4;Q9HCL0;Q9Y5F8;Q9Y5F9;O14917;P55291;P55289;X5D999;Q9HBT6;X5D8X5;Q9Y5G2;O95206;Q9UN75;Q9Y5G6;Q9Y5E9;Q9UN67;Q9UN66;O60330;Q9Y5F6;Q9Y5F3;Q9Y5H3;Q9Y5H5;Q9UJ99;Q9Y5H1;Q9BZA8;Q9UN72;Q9Y5E7;Q9Y5E5;Q8IXH8;Q9Y5G4;O75309;Q9Y5H8;Q9Y5H0;Q9Y5I3;Q86SJ6;Q9Y5H9;Q9UN73;P33151;Q9Y5H6;Q8TAB3;P55285;Q9Y5G5;Q9ULB5;P32926;Q9Y5H2;Q9Y5E6;Q9Y5E2;Q9Y5E4;Q9Y5G7;Q02487;Q9HBB8;Q9Y5I1;Q9Y5F1;Q9Y5G8;Q08554;Q02413;Q9BYE9,P12830,NONE,NONE,NONE,NONE
KOG3736,4,1,NONE,NONE,Q7K755;Q9U2C4;O45947;O61397,ZERO,Q6WV17;A0A0B4LFI4;B7Z006;Q8IA41;Q8IA44;Q9VUT6;Q9Y117;Q8MVS5;M9PBK1;Q8MRC9;X2JEA3;Q8IA43,Q9Y117,E7FDA0;E7F4L0;F1R7M5;E7F4H6;F1QC21;E7EZY5;F1QY66;F1QH48;Q1LVP1;F1R1K8;E7F6M5;E7EZL6;B8A6C4;E7F198;F1R913;E7FD94;F1Q6D3;Q6NX01;F1R0I8;E7F678;B8JL27,ZERO,A0A024RC48;E5D8G0;Q86SF2;Q14435;Q9HCQ5;Q9NY28;Q7Z4T8;Q7Z7M9;Q8IXK2;Q86SR1;Q8IUC8;Q8NCL4;Q8N4A0;Q2L4S5;Q8N3T1;Q58A54;F8VUJ3,ZERO,NONE,NONE,NONE,NONE
KOG3538,4,1,NONE,NONE,H2L2A7,ZERO,A0A0B4KHK4;Q8MRL5;E1JHP3;Q2MGN5,ZERO,F1R8A1;E7FGU7;E7FCQ4;H9GXU9;E7FBX1;E7FEJ5;F1QPE7;E7FFY5;H9GYK2;H9GXE0;E7F5R1;F1RCK5;F1RC76;A2BIA2;E7F9C3;E7F316;E7F6N6;A2BIA3;H9GZ15;E7FF31;E7FFX0;H9GY46;H9GYP8;E7F4N4;F1R2Z7,ZERO,A0A0A0MQW6;Q9P2N4;P59510;Q9UHI8;Q8TE58;Q9UKP5;O75173;Q9UKP4;Q8TE59;X6R4H8;Q8TE60;Q76LX8;Q8WXS8;Q8TE57;Q8TE56;Q9C0I4;P58397;Q9UP79,P59510;O75173;Q8WXS8,NONE,NONE,NONE,NONE
KOG3555,4,1,NONE,NONE,H2KZF8,ZERO,A0A0B4KH80,ZERO,F1RE70;E7F9M2,ZERO,A0A0A0MQX7;Q92563;Q9BQ16,Q92563,NONE,NONE,NONE,NONE
KOG3514,4,1,NONE,NONE,A7UQ09,ZERO,Q8SZX4,ZERO,F1QYQ7;F1R8H4;F1R5P7;F1QHW5;A1XQX7;F8W597;B7ZD56,ZERO,A0A0A0MR89;Q9P2S2;Q9ULB1,Q9ULB1,NONE,NONE,NONE,NONE
KOG0613,3,0,NONE,NONE,Q7YTL1,ZERO,NONE,NONE,B8JI51;E7EYG1;E7F607;E7F733;E7F8W2;E7FDK2;F1QX95;F1R221;F1R7N8;Q1LYE8,ZERO,Q15772;O75147;Q86VF2;Q8N9C0;Q15746;H3BPX2;Q8WZ42,ZERO,NONE,NONE,NONE,NONE
KOG3714,4,1,NONE,NONE,Q20942;Q21252;Q20191;Q93243;O17264;Q20459;P98061;Q9N2V2;Q20911;Q9XTD6;P55113;P55114;Q18439;Q22401;Q21432;O62243;D7SFI5;Q21179;Q21180;Q21388;P98060;Q21178;Q21181;O16977;Q9U3S9;Q7Z0M7;Q20958;P91137;P91828;Q22396;Q22398;Q19269;Q21059;Q93542;Q7JLI1;Q9N5R0;Q18206;Q966D9;Q20176,ZERO,A0A0B4K600;P25723;Q24132;Q9VCN5;Q9VC98;Q9VWR6;Q9VFD6;Q8T4G4;Q9VTP0;Q9V3M3;Q9V402;Q9V421;Q9V3R0;Q9VJN9;Q9V445,ZERO,B3DHE9;E7FAQ0;Q1LW00;E7FDT4;B3DKP9;O57460;B0UY56;F1Q845;Q1LW01;F1Q8H8;B8JKC0;F1QPG2;F1REM3;E7F0X0;F1QL06;F1RBT4;F1R8B6;F1REP3,ZERO,Q6HA08;O60494;Q16819;P13497;P98066;Q86SQ4;Q9Y6L7;O43897;Q16820,P13497;Q9Y6L7;O43897,NONE,NONE,NONE,NONE
KOG3515,4,1,NONE,NONE,Q9U3P2,ZERO,A0A0B4K6K0;A0A0C4DH96;A1Z9X4;E1JII4;Q0E9F2;Q9VFU7;Q961L5;Q8MZ57;Q9VQW0;Q0KIB1;Q9VH85,ZERO,F1Q8Y5,ZERO,O60500,O60500,NONE,NONE,NONE,NONE
KOG1215,4,1,NONE,NONE,Q95QH2;Q04833;G5EFK8;O01768;G5EDZ0,ZERO,A8JTM7;Q4V6B0;Q8SWT9;Q86B77,ZERO,E7EYM6;E7FBU8;E7F5F9;H9GYA0;F1QN45;Q1L8K6;E7EZD4;F1R6C6;F1QWV7;F1R0P4;E7F2W5;H9GYB2;F1QS67;F1Q7B9;E7FBG6;F1QY34;Q7ZZT0;B3DJ30,ZERO,A4QPB2;Q9NPF0;Q07954;Q9NZR2;Q92673;P98164;O75074;O75096,O75096,NONE,NONE,NONE,NONE
KOG3913,4,1,NONE,NONE,P34889;P34888;Q27886;Q10459;G5EG05,ZERO,A0A0B4LFY4;P09615;P28466;P40589;Q9VM26;Q9VFX1;Q9VM25,ZERO,F1Q9W3;B0V1G8;F1QK98;B3DG58;F1R205;Q9I9I2;A3KQ12;B7ZD55;F1RB76;Q90YL8;Q92048;B8JM95;F6NSS8;B0LK22;A5WVL3;E7FBM9;B8A6B9;B0S7E3;F1QBD2;F1QUW0;B3DFK5;F1Q5B7;F1Q8M2;B6V3E2;Q1RLW9;Q4JLT0,ZERO,P56706;P56703;Q9H1J5;P09544;Q9GZT5;Q93097;P56705;O00755;Q9UBV4;P41221;Q9H1J7;O00744;Q93098;D9ZGG3;Q9Y6F9;P04628;O96014;O14905;P56704,P56704,NONE,NONE,NONE,NONE
KOG3781,4,1,NONE,NONE,Q19173;O61756,ZERO,A0A0C4DHF6,ZERO,F1QMH7,ZERO,Q14118,Q14118,NONE,NONE,NONE,NONE
KOG0709,4,1,NONE,NONE,G4S3E4,ZERO,Q5BII1,ZERO,A1L224;E7FCG3;E7FGU9;F1QEG4;F1QS04;Q7SXC2,A1L224,Q70SY1;O43889;Q68CJ9;Q8TEY5,ZERO,NONE,NONE,NONE,NONE
KOG0514,4,1,NONE,NONE,G5EDN8,ZERO,A1Z9W5,ZERO,F1QCY5;E7F3U4;F1QAH9;F1QZZ7;A2CEC3,F1QAH9,Q14678;Q6NY19;Q5T7N3,ZERO,NONE,NONE,NONE,NONE
KOG4228,4,1,NONE,NONE,Q8I4I0;Q9XVM4;G5EC69;G5EDC5;H2KZM6,ZERO,P16620;Q9VJ95;A8DZ18,ZERO,A4IFW2;A8DZA4;B8A5J5;E7EXS3;E7EZG7;E7F178;E7F4G9;E7F899;F1Q653;F1Q6E0;F1QAD3;F1QE38;F1QG63;F1QGA6;F1QJW2;F1QNV8;F1QVP7;F1QXG6;F1QZS2;F1R3K1;F1R681;F1R8P1;F1R8P8;F1RB37;F8W3M6;H9GYT8,ZERO,P10586;P18433;O14522;Q15262;P28827;Q92729;Q13332;P08575;P23469;P23468;P23471,Q13332,NONE,NONE,NONE,NONE
KOG4745,4,1,NONE,NONE,Q21265,ZERO,A4V2N5,ZERO,Q1RLX2;F6NH88;E7FEZ5,ZERO,P16035;P35625;Q99727;Q6FGX5,P16035,NONE,NONE,NONE,NONE
KOG3917,4,1,NONE,NONE,P34548,ZERO,Q8T3P3,ZERO,A5PMC8,ZERO,Q9UBV7,Q9UBV7,NONE,NONE,NONE,NONE
KOG4179,4,1,NONE,NONE,Q18989,ZERO,Q8IPK4,ZERO,A5PMF6;A8E7A8;A9C3Q0;E7F037;E7F0F2;F1QXK0,ZERO,Q8NBJ5;Q8IYK4;Q5T4B2,Q8NBJ5;Q8IYK4,NONE,NONE,NONE,NONE
KOG0203,4,1,NONE,NONE,O16436;G5EFV6;O16331;G5EBE7,ZERO,P13607,ZERO,B0R068;B0S5Q5;B3DFZ2;B8JKS7;B8JKS9;B8JKT0;E7F8F6;Q6P271;Q9DGL6,Q9DGL6,P50993;P13637;Q13733;P20648;P05023;P54707,ZERO,NONE,NONE,NONE,NONE
KOG3960,4,1,NONE,NONE,P22980,ZERO,P22816,ZERO,B0S6I5;Q90477;Q6VNZ9,ZERO,P15173;P15172;P13349;P23409,P13349,NONE,NONE,NONE,NONE
KOG3638,4,1,NONE,NONE,G5EC21;O61737;Q94129;O45992;P91573;Q20677;Q94128;Q94130;Q9XV14;Q9XUV2;H2KZR5;Q9U7D3,ZERO,Q02936,ZERO,B0S8K0;B3DJ46;F1R9L0;Q90419;Q92008,ZERO,Q14623;O43323;Q15465,Q14623,NONE,NONE,NONE,NONE
KOG0983,4,1,NONE,NONE,G5EDT6;Q9GPA4,ZERO,Q23977,Q23977,D6RRB7,ZERO,O14733,ZERO,NONE,NONE,NONE,NONE
KOG4053,4,1,NONE,NONE,O44771,ZERO,Q9W3V7,ZERO,E7EZ35;E7F6Z5;E7FB66;E7FBJ5;Q1L966,ZERO,P0C7T5;P54253,P0C7T5,NONE,NONE,NONE,NONE
KOG4464,4,1,NONE,NONE,Q9GSX9,ZERO,X2JEL4,ZERO,E7EZL1;E7F1K0;E7FDX4;Q1LWD2,ZERO,Q9NPQ8;Q9NVN3,Q9NPQ8,NONE,NONE,NONE,NONE
KOG4806,4,1,NONE,NONE,Q9N397,ZERO,Q9W192,ZERO,E7F019;F1QPX0,ZERO,Q8TB73,Q8TB73,NONE,NONE,NONE,NONE
KOG3821,4,1,NONE,NONE,G5EGU4,ZERO,Q7KUL1;Q53XG2,ZERO,E7F2G4;E7F4T1;E7F9G3;E7F9P0;F1Q5X1;F1QCT8;F1QKN6;F1QRQ9;F1QVG5;F1QYM6;F1R466;H9GYU3;Q1LXM6,F1QKN6,P51654;P78333;Q8N158;O75487;Q9Y625;P35052,ZERO,NONE,NONE,NONE,NONE
KOG4257,4,1,NONE,NONE,Q95YD4,ZERO,Q9U5Y2,ZERO,E7FCB4;F1QT14;F8W3Y4;Q7T2P8,ZERO,Q05397;Q14289,Q05397,NONE,NONE,NONE,NONE
ENOG410IR7G,4,1,NONE,NONE,P14585;P13508,ZERO,P07207,ZERO,F1QCA7;F1QZF2;F1R9H8,ZERO,Q04721;Q99466;P46531;Q9UM47,P46531,NONE,NONE,NONE,NONE
KOG4800,4,1,NONE,NONE,Q19430,ZERO,H9A9K2,ZERO,F1QV98;F8W2C7;Q8UUT6;Q8UUT4;Q8UUT3;Q8UUT0,ZERO,Q13491;P51674,Q13491,NONE,NONE,NONE,NONE
KOG0195,4,1,NONE,NONE,Q9TZC4,ZERO,Q9V400,ZERO,Q6PHD6,ZERO,V9HWF0,V9HWF0,NONE,NONE,NONE,NONE
KOG3597,3,0,NONE,NONE,Q8IG72,ZERO,Q960X3,ZERO,NONE,NONE,Q6UVK1;Q5SZK8;P0C091,ZERO,NONE,NONE,NONE,NONE
KOG1826,4,1,NONE,NONE,NONE,NONE,Q59DT9,ZERO,E7FBD0;E7FFY1,ZERO,P21359,P21359,P19158;P18963,ZERO,NONE,NONE
KOG4773,4,1,NONE,NONE,NONE,NONE,NONE,NONE,F1QBB7;F1R4V3,ZERO,A1X283;Q15080;Q5TCZ1,A1X283,Q3E755,ZERO,P40996,ZERO
ENOG410IHNV,3,1,Q9FF10;Q8L608;Q9FZP1,ZERO,NONE,NONE,NONE,NONE,F1QMQ5;Q1LVP9,ZERO,Q8WWQ2;Q9Y251,Q8WWQ2,NONE,NONE,NONE,NONE
KOG0916,3,1,Q9SHJ3;Q9LUD7;Q9LYS6;Q9S9U0;Q9SJM0;Q9AUE0;Q9SL03;Q9SFU6;Q9ZT82;Q9LXT9;Q9LTG5;Q3B724,Q3B724,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P40989;Q3E810;Q04952,ZERO,O13967;O74475;Q10287;Q9P377,ZERO
KOG1502,3,1,O22133;O22809;O22810;O80531;O80532;O82219;P51102;Q4PSZ5;Q29Q34;Q500U8;Q5PP57;Q93Z48;Q9S9N9;Q9C6L6;Q9SEV0;Q9C9N2;Q9CA28;Q9SFX4;Q9SAH9;Q9ZVQ2;Q8H1R1;Q9M0B3;Q9SZB3;Q9LYJ0;Q9FGH3;Q9C8J3,Q500U8;Q9CA28,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,P53111;Q03049;Q12068;P53183,ZERO,Q9UT59;Q9Y7K4;O94563,ZERO
KOG3640,3,1,NONE,NONE,Q9XWN6;Q09994,ZERO,NONE,NONE,A0A0A0MPH2;F1Q675,F1Q675,A0A024RA49,ZERO,NONE,NONE,NONE,NONE
ENOG410IJP2,3,1,NONE,NONE,Q1ZXU1,ZERO,NONE,NONE,F8W252;E7F537,ZERO,E7EX88,E7EX88,NONE,NONE,NONE,NONE
ENOG410IEKA,3,1,NONE,NONE,Q9BKZ9,ZERO,NONE,NONE,E7F0N6;E7FD77;E7FF73,ZERO,O95704;Q92870;O00213,Q92870,NONE,NONE,NONE,NONE
KOG1214,3,1,NONE,NONE,Q93791,ZERO,NONE,NONE,E7F9A0;F1Q9A6;F1RAG3,ZERO,P14543,P14543,NONE,NONE,NONE,NONE
KOG4578,3,1,NONE,NONE,Q22157,ZERO,NONE,NONE,E7FCM7;E7FET3;E7FH22;H9GXH0,ZERO,Q9H4F8;Q9H3U7,Q9H3U7,NONE,NONE,NONE,NONE
ENOG410IR7F,3,2,NONE,NONE,O77469,O77469,NONE,NONE,F1RCR3,ZERO,P23142;P98095,P23142;P98095,NONE,NONE,NONE,NONE
ENOG410IFID,3,1,NONE,NONE,NONE,NONE,Q8SZA3,ZERO,Q0PIP5;F1Q4N5,Q0PIP5;F1Q4N5,A0A024R0R7,ZERO,NONE,NONE,NONE,NONE
KOG3649,3,1,NONE,NONE,NONE,NONE,Q9VYH7;Q960B5;A0A0B4LFH4,ZERO,F1QSU6;F1QN18;I3ISY9;F1QWT7,ZERO,A0A024R1Y8;P58062;Q6UWN8;P00995;O95980;Q1W4C9;V9HWG8,O95980,NONE,NONE,NONE,NONE
KOG4004,3,1,NONE,NONE,NONE,NONE,Q8SY75,ZERO,Q6PVV8;B3DJ32,ZERO,A0A024RDE1;P09486,P09486,NONE,NONE,NONE,NONE
ENOG410IH0W,3,1,NONE,NONE,NONE,NONE,Q9VVK3,ZERO,Q5RI33,ZERO,A0A024R9J4;P29279,P29279,NONE,NONE,NONE,NONE
ENOG410IF4E,3,1,NONE,NONE,NONE,NONE,Q8SY66,ZERO,A0A0A0MPL5;F1QET7;F1QGR3;F1QK37,ZERO,O14926;Q9NQT6;Q16658,Q16658,NONE,NONE,NONE,NONE
ENOG410IE2X,3,2,NONE,NONE,NONE,NONE,Q8IH65,ZERO,A0A0H2UKE3;A1L1V4;B8A4W9;F1QJK9;F1R960;F1RD85,A0A0H2UKE3;A1L1V4,Q9Y4K0;P58215;Q96JB6,Q9Y4K0,NONE,NONE,NONE,NONE
KOG3540,3,1,NONE,NONE,NONE,NONE,M9NEM2,ZERO,A2BID8;B0V0E5;F1R9V9;H9GXI8,ZERO,Q06481;P05067,Q06481;P05067,NONE,NONE,NONE,NONE
KOG1366,3,1,NONE,NONE,NONE,NONE,Q9VIT8;Q9NFV7;Q9NFV8;Q9NFV6,ZERO,A5PMP6;A5PMP8;E7FAX3;E7FBP8;E7FGB2;E7FGR2;F1QLN6;F1QVU6;F1REP2,ZERO,P0C0L5;A8K2U0;P0C0L4;P01023;P01031;V9HWA9,P01023,NONE,NONE,NONE,NONE
ENOG410IPBB,3,1,NONE,NONE,NONE,NONE,Q24247,ZERO,A8WHQ8;B8A5K2;F8W2W0,ZERO,P23229;Q13683,P23229;Q13683,NONE,NONE,NONE,NONE
KOG3916,3,1,NONE,NONE,NONE,NONE,Q7KN92;Q9VAQ8,ZERO,A8WHZ0;B3DJV1;C1KH59;E7F264;E7FCM6;F1QGG1;F1R804;F8W551,ZERO,O60909;O60512;Q9UBX8;O43286;B2RAZ5;P15291,P15291,NONE,NONE,NONE,NONE
ENOG410IQJI,3,1,NONE,NONE,NONE,NONE,P34082,ZERO,B3DH85,ZERO,P13591,P13591,NONE,NONE,NONE,NONE
ENOG410IFMW,3,1,NONE,NONE,NONE,NONE,M9MSF4,ZERO,E7F1A4;E7F243;E7FAY9;F1R574,ZERO,Q86SQ0,Q86SQ0,NONE,NONE,NONE,NONE
ENOG410IFQQ,3,1,NONE,NONE,NONE,NONE,Q9U3W8,ZERO,E7F1S4;E7FFR1;E9QHD3;F1QEE7;F1QKL1;F1R1P9;F1REJ8;F8W5Z7;Q1L8P7,ZERO,P35442;P35443;P49746;P49747;P07996,P49747;P07996,NONE,NONE,NONE,NONE
ENOG410IEAI,3,1,NONE,NONE,NONE,NONE,Q9VTZ5;Q9VWV6,ZERO,E7F2E3;F1R858;F1R9Z0,ZERO,P08582;P02787;V9HWI4,P08582,NONE,NONE,NONE,NONE
KOG1403,3,1,NONE,NONE,NONE,NONE,Q9VU95,ZERO,Q2YDQ8;Q7SY54,ZERO,Q8IUZ5;Q8TBG4,Q8IUZ5,NONE,NONE,NONE,NONE
KOG1836,3,1,NONE,NONE,NONE,NONE,Q8IP51;Q00174;X2JAW6,ZERO,E7F7D6;E7FCK1;F1QV32;F1QWH4;F1QYU0;Q1MTD2;Q1LVF0,ZERO,P25391;Q16787;P24043;Q9Y2I2;O15230;O75445;P11047,P25391;Q16787;P24043;O15230;P11047,NONE,NONE,NONE,NONE
KOG0527,3,1,NONE,NONE,NONE,NONE,NONE,NONE,Q90XD1;Q9I9C8;E7F9F4;Q6P0Z4;F1RDG6;Q5TZG4;E7F9U3;Q2Z1R2;E7F9I2;Q7SZW4;Q6DGL6;F1QDZ3;F1REC9,ZERO,A0A024R1N6;A0A0A6YYK5;A7WPU8;O15370;O60248;P35713;P41225;P48436;P57073,P48436,P25042,ZERO,NONE,NONE
ENOG410ITSI,2,1,NONE,NONE,G5EG68,ZERO,NONE,NONE,NONE,NONE,O00468,O00468,NONE,NONE,NONE,NONE
ENOG410IR7H,2,1,NONE,NONE,NONE,NONE,M9PHP7,ZERO,NONE,NONE,O00339;P35556;Q14767;P35555,P35556;Q14767;P35555,NONE,NONE,NONE,NONE
