KOG1213,7,5,Q8W1Y0;Q9S7T7;Q9FQ19;Q9FQ20,Q9S7T7,Q21306;Q19325,Q21306;Q19325,A0A021WW32,ZERO,Q1L8E1;F1QKC8;A0JMM5;B8JLA8,ZERO,A0A024R9J0;Q9H4I0,Q9H4I0,Q12158;Q12188,Q12188,P36626;P30776,P36626,
KOG0936,7,1,Q8VZ37,ZERO,Q8T874,Q8T874,Q9W1E8,ZERO,Q6DGS0,ZERO,A0A024RC62;Q92572,ZERO,P47064,ZERO,Q09905,ZERO,
KOG2450,7,1,Q9SU63;Q9S795;Q9STS1;Q8S528;Q1WIQ6;Q56YU0,ZERO,Q18822;Q9TXM0;Q20352,ZERO,A0A0B4K6I6;Q9VIC9;Q9VLC5,ZERO,Q0H2G3;E7F2T8;A5WWE7;F1QGP1;Q7ZVB2;Q66I21;H9GYU2;F2Z4R7;Q90Y03;B0S7W5;A2BGR9;E7EXW7;Q802W2,ZERO,A0A024RC95;B9EKV4;F8VP50;M0QZ58;O75891;O94788;P05091;P30837;V9HW83;Q9H2A2;Q3SY69;Q8IZ83,ZERO,P47771;P54114;P54115;P46367;P40047,ZERO,Q9URW9;O59808;O14293,O59808,
KOG0867,7,1,Q9FHE1;P42760;Q9SLM6;Q96266;Q9SRY5;Q84TK0;Q9LZI9;Q9ZRT5;Q9SRY6;Q9FE46;O04487;P46422;Q96324;Q8L727;O80852;Q9FVT2;P42761,ZERO,P54412,P54412,Q7JVI6;Q7KK90;A1ZB68;A1ZB69;A1ZB71;A1ZB72;A1ZB73;Q7K8X7;Q7K0B6;A1Z7X7;Q9VGA1;Q9VGA0;Q7JYZ9;Q7JVZ8;Q9VG97;Q9VG96;Q9VG98;Q9VG93;Q9VG95;Q9VG94;E1JJS1;Q4V6J1;P20432;Q8SXQ9;Q8MRM0;A0A0B4JD11;Q7JYX0;Q9XYZ9;Q8MKK1;Q9W1N5;Q6NP69;A1ZB70,ZERO,F1Q740;F1QFL1;Q1L907;F1QVE4;F1R826;E7EZ94;B0V1J9,ZERO,A0A024RCN6;P26640;C9J1V9;O43324;Q53YD7;G9J6Q5;P56192,ZERO,P36008;P29547;Q12390;P40582;P23202;P42936,ZERO,O74830;B5BP46;Q9P6M1;Q9Y7Q2;O59827;P40921,ZERO,
KOG0432,7,2,P93736;Q9LFX2;F4KE63,P93736;F4KE63,Q9U1Q4;Q23360,Q9U1Q4;Q23360,Q9VSR7;Q0E993,ZERO,F1QSW0,ZERO,A0A0G2JL52;Q5ST30,ZERO,P07806,ZERO,O14160;O75005,ZERO,
KOG2241,7,1,Q9SVN5;Q93VB0;Q9M1X8,ZERO,Q20970,Q20970,A1Z7K8;Q9VV60,ZERO,B0V1K1;F8W4W5,ZERO,P54577;Q12904,ZERO,P46672,ZERO,Q9P6K7,ZERO,
KOG1247,7,0,F4KDS0,ZERO,NONE,NONE,A1ZBE9,ZERO,NONE,NONE,NONE,NONE,P00958,ZERO,Q9UUF2,ZERO,
KOG0907,7,1,F4IXE4;O22229;O22779;O23166;O64654;O64764;P29448;Q8LDI5;Q39239;Q93VQ9;Q39241;Q9MAH1;Q9XIF4;Q9CAS1;Q9SGS4;Q8GXV2;Q9XFH8;Q9M7X9;Q9C9Y6;Q8VWG7;Q9LXZ8;Q84JR9;Q8LEK4;Q8LCT3;Q8VZT6;Q9FG36;Q9XFH9;Q38879;Q42403;Q9XFI1;Q9SIN1,ZERO,Q09433;Q9TXY8,ZERO,Q9VUG9;Q8IFW4;Q9V429,ZERO,Q6DGI6;Q7ZUI4,ZERO,Q8N427;H9ZYJ2;Q6A555;Q86VQ3,Q8N427;Q6A555;Q86VQ3,P25372;P22803;P22217,ZERO,O14463;O94504,ZERO,
KOG0888,7,3,F4JPD9;O49203;P39207;Q0WUG9;Q6NLG3;Q8LAH8,ZERO,Q7KX00,Q7KX00,Q9VA28;Q8SZV8;Q9VY27,ZERO,E7EZL7;E7FBE9;E9QH64;F1QQX1;F1R2F7;F1R4T6;H9GZ57;Q6DI51,F1R4T6,A0A0C4DG91;O00746;P15531;P22392;P56597;Q13232;Q6FHN3;Q9Y5B8,P56597,P36010,ZERO,P49740,ZERO,
KOG0239,7,6,F4IAR2;Q9ZVV2;Q0WN69;Q0WS04;F4K4C5;P46864;Q9FKP4;F4JGP4;Q9LX99;O81635;Q9SS42;Q8W1Y3;Q84W97;Q9FHN8;Q9ZQ52;O80491;Q8W0Y9;F4I3N9;Q9FHD2;Q9C7T0;Q07970,Q9FHN8;Q07970,Q23124;G5ECC0;P91400;Q966M0;P45962,G5ECC0;P91400;P45962,P20480,P20480,F1Q4T1;A2BFV6;Q1LUU7;F1QPR6;F1Q8U4,ZERO,A0A024RCS7;Q96AC6;Q9BVG8;Q9UIL4,A0A024RCS7,P17119,P17119,Q9US03;Q92376,Q9US03;Q92376,
KOG0242,7,3,F4KEC6;Q9FG03;Q8VY50;Q9LHL9;Q5E913;F4HR11;Q9FIG8;F4J2K4;Q9SCJ4;Q9S7P3;Q9FZ77;Q8W5R5;Q9FH58;Q9SU42;Q8S905;Q0WQ71;Q56YQ6;Q8LNZ2;Q8W5R6;Q0WLK7;Q9SJU0,Q8LNZ2,H2KYL6,ZERO,X2J5P0;M9PFL9;M9PF35;Q7KSK2,ZERO,B0V302;B7ZV80;E7F2U4;E7F8D6;F1QET8,ZERO,Q02224;Q8NI77;Q14807;Q2TAC6,Q8NI77,P28743;P53086,ZERO,O14343;Q1MTQ1;O59751;Q1MTQ7,O14343;O59751,
KOG0236,7,2,Q9FY46;Q9SAY1;O04722;Q9FEP7;Q0WPI5;Q9MAX3;Q8GYH8;Q9SV13;Q9LW86;Q94LW6;P92946;Q9SXS2,ZERO,G5EC30;G5EED0;G5EFB2;O45016;Q94225;G5EDS5;O17951;G5EEA7,G5EFB2,Q9VF45;Q9I7H4;Q9VAC2;Q9VA55;Q8SYW1;Q7K4I4;Q7K155;Q9U6Q2;Q9VVM6,ZERO,B6DUH8;F1QFG1;F1Q5V3;E7FF67;B0V3V8;Q1RLN9;F1QGE0;E7F9I7;B6DUH7;Q7T2C4;F1RB42,ZERO,A0A024RCV0;O43511;Q86WA9;P40879;P50443;Q8NG04;Q8TE54;Q9H2B4;Q9BXS9;Q7LBE3;P58743,A0A024RCV0;P40879;Q9BXS9,P38359;P53273;Q12325;P53394,ZERO,O74377;O59782;Q9URY8;Q09764,ZERO,
KOG0605,7,2,Q93V54;Q9SA79;O64573;Q1PF34;Q8L7S7;Q8GUH5;Q9LW66;Q9ZWB2,ZERO,O45797,ZERO,Q9NBK5;Q24096,ZERO,Q803L5;Q5RH05;B0S8I4;F1QJE2,ZERO,A0A024RD18;A0A024RDM3;O95835;Q9Y2H1,ZERO,P53894;P22204;P32328,P53894;P22204;P32328,O13310;Q09898;O94487;Q8TFG6,O94487,
KOG0661,7,3,P43294;Q93Y34;Q9C5K4,ZERO,B3WFY8,ZERO,R9PY51;M9PFE3,ZERO,F1QUT2,ZERO,A0A024RD59;P20794;Q9UQ07,P20794,P32581,P32581,O43077;O14132,O43077;O14132,
KOG1440,7,1,Q1PE48;Q9M001;O04928;Q94A03;O49639,ZERO,P53439,P53439,X2JC55,ZERO,A2BGK0;A5PN44,ZERO,A0A024RDG8;O95674,ZERO,P38221,ZERO,Q9P381,ZERO,
KOG3162,7,1,P56807;Q9LML3,ZERO,Q95PY4;Q22483,Q22483,Q9VA81;Q9VHQ0,ZERO,Q1LVP7;Q5TYW5,ZERO,A0A024RDH9;Q9NVS2,ZERO,P40033,ZERO,Q9USL7,ZERO,
KOG1786,7,2,F4JY12;F4JHT3;F4HZB2,ZERO,G5EFC7;Q19317,ZERO,Q9VML2;Q9VKD0;M9MRV7,ZERO,E7F3W4;F1QS41;F1QZ06;F1QJA6;E7EZD1;F1Q6D6;E7FEV0;E9QFZ1,E7FEV0,A0A024RDI0;P50851;Q562E7;Q6ZS81;Q8NFP9;Q92636;Q99698,Q562E7,P25356,ZERO,Q7LKZ7,ZERO,
KOG1615,7,2,O82796,O82796,Q9U1W7,ZERO,Q9VSY6,Q9VSY6,Q498V7,ZERO,A0A024RDL3,ZERO,P42941,ZERO,O74382,ZERO,
KOG2319,7,1,Q9LT31;Q9FY83,Q9LT31,Q9XX20;Q8I100,ZERO,Q9VZ08;Q9W0H9,ZERO,F1R8D3;Q6P6Y4,ZERO,A0A024RDL6,ZERO,P54787,ZERO,O74396,ZERO,
KOG1437,7,1,Q8RWC5;Q66GR0;Q9FT45;Q9FFK9;Q93W32,ZERO,P90848,P90848,D3DMM4;A0A0B4KH94,ZERO,E7F5I3;Q75U66,ZERO,A0A024RDS2;Q15582,ZERO,Q07895,ZERO,O94439,ZERO,
KOG0046,7,2,Q9FKI0;Q9SJ84;Q7G188;Q9FJ70;O50064,Q9FKI0,Q95XD8,ZERO,Q8IQZ8,ZERO,F1QCE2;Q6DG81;H9GYP7,ZERO,A0A024RDT4;P13797;Q14651,ZERO,P32599,ZERO,O59945,O59945,
KOG2905,7,1,Q9LQZ4;F4J6V5,ZERO,Q8MYM8,Q8MYM8,P41900,ZERO,B8JHR3;F1QSY2,ZERO,A0A024RDU9,ZERO,P41896,ZERO,O94424,ZERO,
KOG0166,7,2,F4JL11;Q96321;O80480;Q9FJ09;Q9M9X7;Q9FJ92;O04294;Q9FWY7;F4KF65;F4HPE4,Q9FJ92,Q20703,ZERO,Q9UB78;O76521;Q9VRS0,ZERO,Q8JFT7;E7F7U9;F1R606;Q6GMH8;F1QG82;F1QM03;F1QB53,ZERO,A0A024RDV7;A9QM74;O00629;O15131;O60684;O75602;P52292;P52294,O60684;O75602,Q02821,ZERO,O94374;O14063,ZERO,
KOG3758,7,1,Q6NMI3,ZERO,Q21270,Q21270,Q9V564,ZERO,E7FDE5,ZERO,A0A024RDW5,ZERO,P53959,ZERO,O94677,ZERO,
KOG0966,7,1,Q9LL84,ZERO,Q95YE6;Q95PV7,Q95YE6;Q95PV7,Q9VYA5;Q7JVW5,ZERO,F1Q9E8,ZERO,A0A024RE06,ZERO,Q08387,ZERO,O74833,ZERO,
KOG0651,7,1,Q9MAK9;Q9SEI3;P10896;Q9AST9,ZERO,O17071,O17071,Q9VTQ9;Q8SZ19,ZERO,Q6DRD2,ZERO,A0A087X2I1,ZERO,P53549,ZERO,O74445,ZERO,
KOG2166,7,2,Q9ZVH4;Q9SRZ0;Q9XIE9;P0CH31;Q9XIE8;Q94AH6;Q9C9L0,Q9ZVH4;Q94AH6;Q9C9L0,Q17389;Q21346,Q17389,Q24311;Q9VU33,ZERO,Q6NYS3;F1Q7M5;E7FE00,ZERO,A0A090N7U0;Q86Y37,ZERO,Q12018;Q3E737,ZERO,O13790,ZERO,
KOG0531,7,3,Q9C9Q9;F4IIU4;Q84WJ9;Q8GUJ5;Q9FMS0,ZERO,C4ALD3;Q17692;O16524;O16366,ZERO,A1Z7U2;Q9VZ81;Q9V3Q0;Q9VL65;Q9U3W5;Q9VR52;Q9VW77,Q9VR52,B7ZDB1;F1QDN3;Q32PL1;F1QXJ6;F1Q7C0;F1QSZ1;F1R517;H0WFD6;E9QIR2;F1R597;F1QBV1;Q1L8G4,ZERO,A0A090N7W5;A6PVS8;Q9H069;Q8IUZ0;Q15435;Q9C099;Q8IYG6;Q96FV0;Q8IW35;Q4LDG9;G5EA20;Q53EV4;Q8N309;Q96JM4;Q96M69;Q6ZRR7,Q96M69,P36047;P32336,P32336,O74473;P22194,ZERO,
KOG0707,7,1,P93757;Q9M682;Q94JM2,ZERO,C1P633;P91425,P91425,Q9VTB3,ZERO,B0R0T3;B8JJJ5;E7F3J4;E9QIL2;F1R4A7,ZERO,Q16774;Q5TCQ9,ZERO,P15454,ZERO,Q9P6I5,ZERO,
KOG0927,7,1,Q9FJH6;Q9LV93;Q9FIB4,ZERO,Q19554,Q19554,Q8SWU2;Q8T9H2,ZERO,E7F1S8;F1QZ64;A3KPX2;E7F784,ZERO,A0A090N7Y2;Q9NUQ8,ZERO,P40024,ZERO,Q9USH9;O42943,ZERO,
KOG1020,7,2,F4K9U3,F4K9U3,Q95XZ5,ZERO,Q7PLI2,ZERO,A0A0A0MPS7;F1QBY1;F1R5H4,ZERO,Q6KC79,Q6KC79,Q04002,ZERO,Q09725,ZERO,
KOG3218,7,1,Q9FJL8;F4J2R9;Q9ZVB9;Q9M1J2;O81098;Q9M1H8,ZERO,Q9N5K2,Q9N5K2,Q7JZF5,ZERO,E7FDD7;Q6DEG5,ZERO,A0A0A0MQR7,ZERO,P20434,ZERO,Q09191,ZERO,
KOG1549,7,1,O49543,ZERO,Q19434;O61741,O61741,Q9VKD3,ZERO,A8WFT4;Q1LYQ9,ZERO,A0A0A0MQU4;Q9Y697,ZERO,P25374,ZERO,O74351,ZERO,
KOG0598,7,5,P42818;Q39030,ZERO,Q19858;Q21694;Q18846;G5EE78;Q9XTG7;Q9NAH6;Q2PJ68;Q21483,Q19858;Q9NAH6;Q2PJ68,Q9VN23;P91656;Q9V3I5;A0A0B4LIA3,Q9V3I5,B0R0M9;Q7ZTW4;E7EXT6;E7F9R4;E7F469;E7F0B0;A2BIB3;Q8UUX0;E7F164;F1R3V1;F1Q9P5;F1QYQ1;E7EY93;E7FE05;F1R730;A3KQ53;E9QG10;F1QBK0,ZERO,A0A0A0MQV2;B0LPE5;K7ERJ3;O00141;O75676;P23443;P31751;P51812;Q15349;Q15418;Q9NY57;Q9Y243;Q9UBS0;Q9UK32;Q86UX6;Q9HBY8;Q8WU08,B0LPE5;P23443;Q15349,P12688;P18961;P38070;P11792,P12688,Q9P7J8;O74426;Q12706;P50530;Q10364,Q9P7J8;P50530;Q10364,
KOG3028,7,1,O64471,ZERO,O45503,O45503,A0A0B4KGL6,ZERO,E7F6T5;Q1L8P8;A2THY5,ZERO,A0A0A0MRK6;Q5HYI7,ZERO,P50110,ZERO,Q9UUA5,ZERO,
KOG0715,7,2,Q0WN54;Q9SH08;Q8GWW8;Q9SMS0;Q9SZU8;Q9SJZ7;Q38813;Q9SAG8;Q940V1;Q058J9,Q8GWW8,Q95QQ1;Q93171,Q95QQ1,D3DN23;Q2XYG4;Q7PLG1;Q8SZX1,ZERO,Q7SY41;F1QJZ7;B0S5B7;Q7ZUW0;F1Q755,ZERO,A0A0A0MT77;Q53G26;Q9Y2G8,ZERO,P35191,ZERO,P87239,ZERO,
KOG0944,7,2,Q8L6Y1,Q8L6Y1,P91502,P91502,Q9VZU7,ZERO,F1QFS9;Q1MT86,ZERO,A0A0A6YZ17;P45974,ZERO,P38237,ZERO,Q11119,ZERO,
KOG2169,7,3,A0A0A7EPL0;F4JYG0;Q680Q4,Q680Q4,Q21970,ZERO,A0A0B4LEH9;Q7KUE4,ZERO,F1R4C4;F1QS57;A2CE48;E7F4Q2;E7F4I9;F8W4B9;A8E7T0;F1QWH6,ZERO,O75928;Q8N2W9;Q9ULJ6;O75925;Q8NF64;Q9Y6X2,Q9ULJ6,Q12216;Q04195,ZERO,O94451,O94451,
KOG0789,7,3,O82656,ZERO,Q7YWN5;Q7Z141;O16728;O16729;Q22158;B0M0M6;Q21297;Q21291;Q7YZG5;Q20252;Q21522;Q21877;P91498;P42083;O45079;Q9N4H5;G5EGU2;O61789;Q9N520;P91345;O01736;Q21514;Q23105;Q20108;O01435;G5EGA9;Q9U2S5;Q966M2;O01556;Q9BL78;Q22852;P91568;Q19630;Q19629;Q9BL95;P34337;Q18385;Q9TY27;O44136;Q9TZB1;Q9XXA1;O02275;Q23602;Q95Y26;Q22668;O01767;Q18415;P28192;O44901;Q20179;Q9TZQ1;Q18652;Q95XL1;Q20019;O44448;Q18301;O18232;Q17787;O17840,Q21297;O61789;Q95Y26;O01767,Q9VUH6;Q9W2F3;P35832;Q0KI81,ZERO,F1RAW9;F1Q8I4;F1QD04;F1RCZ5;B8A5J4;Q803R3;F1QIX3;F1QWT2;B0UYE7;F1QJR0;F1QZX7;F1Q4V8;F1QWY5,ZERO,A0A0B4J1S7;A8K3M3;Q4JDL3;P54829;P23470;P35236;Q15256;Q99952;P17706;Q05209,ZERO,P29461;P25044;P40048,P40048,P32587;P32586;P27574,P27574,
KOG2220,7,2,Q8H1H8,ZERO,G5EBN5;P34552,G5EBN5,Q9XYY9,ZERO,F1Q5T7;F1Q653;F1QEF4;F6PBI5;Q1L8V5,ZERO,Q9H3S7;Q8IUC4;Q8TCX5;Q8WUM4,ZERO,P48582;Q12033,ZERO,O13783;Q09807,Q09807,
KOG1375,7,2,P24636;Q56YW9;P29516;P29517;P12411;P29513;P29515;Q9ASR0;P29514,ZERO,P41937;G5EF01;P12456;Q18817,P12456;Q18817,P61857;Q9VRX3;P08841;Q24560,ZERO,F1QV28;Q6P5M9;Q6NW90;Q6PE34;Q6IQJ2;E7F797;F1QEH9;F1QKY8;F1R6R8;E7FC32,ZERO,A6NNZ2;Q9BUF5;Q5SU16;P68371;P04350;Q9BVA1;Q9UJT0;Q3ZCM7;Q9H4B7;Q13509;Q13885,ZERO,P02557,P02557,P05219,ZERO,
KOG1707,7,1,F4J0W4;Q8RXF8;Q9MA88,Q8RXF8,Q94180,ZERO,A0A0B4J3Z9,ZERO,Q32LU1;B0R1D8;F1RBR5,ZERO,Q8IXI2;Q8IXI1,ZERO,P39722,ZERO,O59781,ZERO,
KOG0810,7,6,Q9SRV7;Q8VZU2;Q42374;Q9ZSD4;Q9SXB0;Q9SVC2;Q9ZQZ8;O64791;Q9ZPV9,O64791,O16000;P91409,P91409,A0A0B4JCZ4;M9PIV2,ZERO,Q1MTI1;E9QIP3;F1QX22;A5PMK2;E7F384;Q6PHV0;E7FAJ6;Q7ZV18;E7F2P0;Q6P5J5,E7F2P0,Q75ME0;Q53YE2;P32856;Q8N4C7;O75558;Q12846;P61266,P32856,P32867;P39926,P32867;P39926,Q9USH7,Q9USH7,
KOG2116,7,1,Q9FMN2;Q9SF47,ZERO,Q9XXT5,Q9XXT5,A0A0B4JD27,ZERO,B3DIU0;F1Q800;E7EYV4;F1QXM6,ZERO,Q14693;Q92539;Q9BQK8,ZERO,P32567,ZERO,Q9UUJ6,ZERO,
KOG1488,7,3,Q9LJX4;Q9ZW07;Q9SS47;Q9ZW06;Q9ZW02;Q9C5E7,ZERO,Q09487;Q20757;Q8IU00;Q09312;Q9N5M6,Q09487;Q20757;Q8IU00;Q09312;Q9N5M6,A0A0B4K612,ZERO,F1R4Q6;E7FFV0,ZERO,Q14671;Q8TB72,Q14671,Q07807,ZERO,Q10238;O74438;O94462,Q10238;O74438,
KOG1820,7,1,Q94FN2;F4IZ00,ZERO,Q9N4J7;G5EEM5;A4F325,G5EEM5,A0A0B4K664,ZERO,E7F780,ZERO,Q14008,ZERO,P46675,ZERO,O94534;Q09933,ZERO,
KOG1601,7,4,Q8VZP4;Q9SKN6;Q8RWD0;Q9LRH6;Q9ZVD3;Q9M1U2;Q0WRG3;Q1PFY3;Q94KJ2;Q9ZPX0;Q6DBP8;Q9C9A9;O49743;Q9SZI6;P69781;Q9ZWS6;Q8H1G0;F4K554;Q9SHC2;Q9FJ16;Q9LU68;Q9FH57;Q8LC59;Q9LZJ8;Q8W4H1;Q9SB04;Q6QPM2;Q8GXL7;Q8LDM8;Q9LT45;Q5HZ36;Q9FGT7;Q7G8V2;Q39057;Q9LYP5;C0SV91;Q2HIV3;O65515;Q9SV30;Q96502;Q9M9B9;O80366;Q8L4M6;Q9M9B3;Q9LVG4;Q6LA42;Q9LIB5;Q940T9;Q9ZWS9;Q9FHH8;Q9LKL2;Q93WK5;Q9SK53;Q8LG10;O49741;Q9C9F6;O82632;Q8LC79;Q8LAU9;Q9FJ10;Q5PP38;O50055;Q949T9;Q8LG76;Q8GW81;Q6LA43;Q9FIS7;Q9SD38,Q9SZI6;Q5HZ36;Q39057;Q2HIV3;Q96502;Q940T9;Q9LKL2;Q8LC79;O50055,Q10655;O61924;Q8MQA7;Q9XUW7;G5EDN4;Q3S1J8;G5ECK1;B7WN96;G5EF25;G5EF71,Q10655;G5EDN4;Q3S1J8,A0A0B4K6J1;A0A0B4KFB6;Q8T3J0;Q9BPQ2;Q9BPQ1,ZERO,F1QEY1;Q9W6U0;F1QQG0;F1QD30;Q91428;Q6NW63;B8JKU1;F1QVT3;Q05AJ3;Q7T3G1,ZERO,P23769;P43694;Q92908;Q9BWX5;P0C6A0;P23771;P15976;Q9UHF7,P23769;P43694;Q92908;P0C6A0;P23771;P15976,Q02710;Q96VH1;P40569;P43574;P40209;P26343;Q07928;P18494;P42944,ZERO,Q9USM3;Q10280;Q10134;O94720,Q10280,
KOG0572,7,1,Q9SI61;Q9STG9;Q9T0J5,ZERO,Q22134,ZERO,A0A0B4K6L4;Q9VRZ1,ZERO,Q5RG54,ZERO,A8K4H7,A8K4H7,P04046,ZERO,P41390,ZERO,
KOG0565,7,3,Q5EAF2;Q8GTS0;Q0WQ41;Q9LR47;O80560;A8MR21;Q84MA2;Q8H0Z6;Q9FUR2;Q9SKB7;Q0WT19;Q9SYK4;Q66GQ6;Q84W55;Q9SIS4,Q9LR47;Q9SYK4,O17590;P34370;G5EGN9,P34370,A0A0B4K7D8;M9PHS8;O46094;Q9VTW2,ZERO,F1QV40;A2BGK3;E7FE22;F1QIE9;E7FE24;F1R4Y2;E7F1C2;F1Q8H1;E7FGE3;E9QIJ6;F1R2B7;F1QIY4,ZERO,Q15735;O15357;Q9NRR6;Q9BT40;P32019;Q01968;Q92835;O14796,P32019,Q08227,ZERO,O14306,ZERO,
KOG2626,7,2,Q9C8J7,Q9C8J7,Q9XXH4,Q9XXH4,A0A0B4K7H6,ZERO,F1RAW8,ZERO,Q9UBL3,ZERO,P43132,ZERO,O60070,ZERO,
KOG2590,7,1,Q94K80;Q940X9;Q8RWR2,ZERO,D5MCN2,D5MCN2,A0A0B4K7Y7,ZERO,F1R0U5;F1Q931,ZERO,Q659C4;Q6PKG0,ZERO,Q12034;P25567,ZERO,Q9P6K0,ZERO,
KOG1463,7,1,Q9LP45,ZERO,Q20938;P34481;C0P265,Q20938,A0A0B4K7Z5,ZERO,F1QGH9;F6P3G4,ZERO,O00231,ZERO,Q12377,ZERO,Q9P7S2,ZERO,
KOG0471,7,1,Q8LFG1;Q8VZ56;Q94A41,ZERO,O45298;Q9XVU3;O61974,O61974,A0A0B4KFA6;A0A0B4LEU9;A1Z7E8;A1Z7F1;A1Z7F2;A1Z7F3;Q9VKE6;Q8IPA2;P07191;P07190;P07192,ZERO,F1R3F0;F1QSI9;E7FBV0;Q6P3H9,ZERO,J3KPF3;Q07837,ZERO,P0CW41;P38158;Q08295;P40884;P0CW40;P53341;P53051,ZERO,O13996;O42918;O74922;O14154;Q9P6J3;Q09840;Q10427,ZERO,
KOG2440,7,2,F4JGR5;Q8VYN6;Q9M076;Q9C9K3;Q3E7M8;Q9SYP2;Q8W4M5;Q94AA4;Q9FIK0;Q9M0F9;Q9C5J7;Q9FKG3,F4JGR5,Q27483,Q27483,A0A0B4KFI7,ZERO,F1QVH5;Q66HV8;E7FDP2;E7F9M6;F1QU38;F1QNA8,ZERO,P08237;Q01813;P17858,ZERO,P16862;Q3E786,ZERO,O42938,ZERO,
KOG1142,7,1,Q9SR71;Q940A7,ZERO,Q9U226,Q9U226,A0A0B4KFN0;Q6AWQ5,ZERO,Q6P013,ZERO,Q16514,ZERO,Q03761,ZERO,O13722,ZERO,
KOG0457,7,2,Q9SFD5;Q9ATB4,ZERO,Q19953,Q19953,A0A0B4KFU2;E1JIP2,ZERO,F1QBD8;E7EZS5,ZERO,Q86TJ2,ZERO,Q02336,ZERO,Q9P7J7,Q9P7J7,
KOG0940,7,4,Q9SU29,ZERO,Q19404;G5EEJ0;Q9N2Z7,Q19404,A0A0B4KFU5;A0A0B4LH59;M9MS90;M9PFY9;Q45VV3;Q9Y0H4,Q45VV3,F1QEG9;A9JRZ0;F1R8M0;H9GXL4;E9QIB6;F1Q9J0;F1Q632;E7F1N4;Q1LYI3;Q1L8J7;F1R6K7;A2VCZ7;E7FEW3;Q307I6;H9GYM0;E7F4U3,ZERO,Q9HAU4;O00308;P46937;Q96PU5;Q9H0M0;O95817;P46934;Q9HCE7;Q9P2P5;O60861;Q76N89;Q96J02,Q9HAU4,Q03280;P39940,P39940,O13834;Q92462;O14326;Q9UTG2,ZERO,
KOG3149,7,1,Q9FH40;F4IPK2,Q9FH40;F4IPK2,Q9NF15;Q21501,ZERO,A0A0B4KG69;Q9VM63;O97421;Q9VLL1,ZERO,F1QFU7;Q6DGB4;F1QAV3;E9QEN8;B0S8H1,ZERO,P42568;Q03111;O95619;Q9ULM3,ZERO,P53930;Q99314;P35189,ZERO,O94436;Q10319,ZERO,
KOG1240,7,1,Q9M0E5,Q9M0E5,Q23669,ZERO,A0A0B4KGX5,ZERO,E7FAU9,ZERO,Q99570,ZERO,P22219,ZERO,O42900,ZERO,
KOG0620,7,1,Q9C6U7;Q9M2F8;Q8W0Z9;A8MS41,ZERO,O18005;B3GWC3,B3GWC3,A0A0B4KH43;Q8IMX0;Q8T0G0,ZERO,F1RDV7;E7F177;F1QA17;F1RBC5;Q6PE30;A2BHJ4,ZERO,Q9UK39;Q6L8Q7;Q9ULM6;Q5VTE6,ZERO,Q08213;P31384,ZERO,O74874,ZERO,
KOG0480,7,5,F4KAB8;Q9SF37,Q9SF37,P34647,P34647,A0A0B4KH79;Q9V461,Q9V461,E7F643;F1R5P3;E7F8Q8;B0S7S1,ZERO,Q9UJA3;Q14566;Q4G0Z9,Q9UJA3,P53091,ZERO,P49731,P49731,
KOG1315,7,1,Q94C49;F4JLZ6;Q8VYP5;Q5M757;Q500Z2;Q93VV0,ZERO,G5ECT4;Q5FC64,Q5FC64,A0A0B4LF00;A1ZAR2,ZERO,E7F587;F1Q7H8;Q5BLG4;F1QXD3,ZERO,Q9UIJ5;Q5W0Z9;Q96MV8,ZERO,P42836,ZERO,O14345,ZERO,
KOG0102,7,1,Q9LTX9;Q9STW6;Q8GUM2;Q9LDZ0;P0DKI1;B3H683;P0DKI0,ZERO,P11141,P11141,A0A0B4LFD2,ZERO,F1QFC0,ZERO,P38646,ZERO,P39987;P0CS90;Q05931,ZERO,P22774,ZERO,
KOG0730,7,3,P54609;Q9SCN8;Q9LZF6;O81459;Q9ZPR1;Q9C5C7,P54609,Q21222,Q21222,A0A0B4LFZ4;Q8IRD1;Q9VK63,ZERO,Q7ZU99;Q29RA2;E7EXQ3;F1Q8W3,ZERO,V9HW80;Q9ULI0;Q8NB90;Q9BVQ7,Q8NB90,P25694;P32794,ZERO,Q9P3A7;O60058,ZERO,
KOG3662,7,1,B3H7B7,ZERO,Q95X35,Q95X35,A0A0B4LG64;Q9VLR9,ZERO,F1RE10,ZERO,Q53F39,ZERO,P40533;Q3E796,ZERO,Q9UUH0;O42841,ZERO,
KOG0202,7,1,Q9SY55;O23087;Q9XES1;P92939,ZERO,G5EEK8;G5EDU1,G5EEK8,A0A0B4LGB7;C1C5A0,ZERO,Q5U3A4;Q6ZM60;A0JMP4;A9C3Q4;F1Q7N8;A2BIP1;F1REJ1,ZERO,O14983;Q93084;P16615;O75185,ZERO,P13587;Q01896;Q12691;P13586,ZERO,P22189;O59868,ZERO,
